position,title
Q2336111,President of the Palestinian National Authority
Q111812570,President of the Palestinian National Council
Q4119581,Speaker of the Palestinian Legislative Council
Q87277396,Prosecutor General
Q99980516,Director of Palestinian Preventive Security
Q87278953,Chair of the Anti-Corruption Commission
Q97328236,Governor of Bethlehem
Q89188926,Governor of Deir al-Balah
Q98918800,Governor of Gaza
Q96677747,Governor of Genin
Q97328243,Governor of Hebron
Q97771761,Governor of Jericho
Q101098284,Governor of Jerusalem
Q99896049,Governor of Khan Yunis
Q99947721,Governor of North Gaza
Q80205953,Governor of Qalqilya
Q89188775,Governor of Rafah
Q89834132,Governor of Ramallah and al-Bireh
Q91013706,Governor of Nablus
Q80205574,Governor of Salfit
Q80435579,Governor of Tubas
Q80205571,Governor of Tulkarm
Q102047715,ambassador to Afghanistan
Q102015222,ambassador to Albania
Q101960214,ambassador to Algeria
Q107001156,ambassador to Argentina
Q101069519,ambassador to Australia
Q104839968,ambassador to Austria
Q106660354,ambassador to Bahrain
Q102177556,ambassador to Bangladesh
Q102047638,ambassador to Belarus
Q102047807,ambassador to Belgium
Q104760728,ambassador to Benin
Q102047690,ambassador to Bosnia and Herzegovina
Q106680466,ambassador to Botswana
Q100997853,ambassador to Brazil
Q106862734,ambassador to Brunei
Q102064433,ambassador to Bulgaria
Q40338377,ambassador to Canada
Q100997864,ambassador to Cape Verde
Q30621639,ambassador to Chile
Q104218271,ambassador to Chile
Q100742713,ambassador to Colombia
Q113928357,ambassador to Croatia
Q100997852,ambassador to Cuba
Q102016527,ambassador to Cyprus
Q106777270,ambassador to the Czech Republic
Q101095357,ambassador to Denmark
Q100997842,ambassador to Ecuador
Q101094728,ambassador to Egypt
Q100723462,ambassador to El Salvador
Q104208778,ambassador to Ethiopia
Q102047810,ambassador to the European Union
Q104812774,ambassador to Finland
Q100151871,ambassador to France
Q100997867,ambassador to the Gambia
Q100151872,ambassador to Germany
Q106941930,ambassador to Ghana
Q100556190,ambassador to Greece
Q100997865,ambassador to Guinea-Bissau
Q96758262,ambassador to Guyana
Q100723466,ambassador to Honduras
Q101095241,ambassador to Hungary
Q101095264,ambassador to Iceland
Q96771094,ambassador to India
Q104209448,ambassador to Indonesia
Q100790493,ambassador to Iran
Q100151852,ambassador to Iraq
Q100268457,ambassador to Italy
Q105454511,ambassador to Japan
Q98923074,ambassador to Jordan
Q102016481,ambassador to Kazakhstan
Q104208138,ambassador to Kenya
Q100151876,ambassador to Kuwait
Q102047712,ambassador to Kyrgyzstan
Q100151870,ambassador to Lebanon
Q106679738,ambassador to Lesotho
Q91668102,ambassador of Libya
Q104812775,ambassador to Lithuania
Q102047809,ambassador to Luxembourg
Q106679636,ambassador to Malawi
Q106430815,ambassador to Malaysia
Q101800517,ambassador to the Maldives
Q107600545,ambassador to Mali
Q102047538,ambassador to Malta
Q101094727,ambassador to Mauritania
Q104208742,ambassador to Mauritius
Q104214655,ambassador to Mexico
Q106678888,ambassador to Montenegro
Q104093970,ambassador to Morocco
Q106653101,ambassador to Mozambique
Q105412564,ambassador to Namibia
Q104218078,ambassador to the Netherlands
Q100723464,ambassador to Nicaragua
Q102047634,ambassador to Nigeria
Q102064412,ambassador to North Korea
Q101095257,ambassador to Norway
Q104223325,ambassador to Oman
Q100704932,ambassador to Pakistan
Q30303260,ambassador to the People's Republic of China
Q100997845,ambassador to Peru
Q106678791,ambassador to the Philippines
Q102176935,ambassador to Poland
Q102177640,ambassador to Portugal
Q101072442,ambassador to Ireland
Q96770960,ambassador to Romania
Q101086073,ambassador to the Russian Federation
Q101094692,ambassador to Saudi Arabia
Q100997863,ambassador to Senegal
Q104208758,ambassador to the Seychelles
Q106660858,ambassador to Slovakia
Q106747506,ambassador to Slovenia
Q100255679,ambassador to South Africa
Q57329599,ambassador to Spain
Q106862751,ambassador to Sri Lanka
Q100743864,ambassador to Sudan
Q102047924,ambassador to Sweden
Q108552993,ambassador to Switzerland
Q106519598,ambassador to Syria
Q101960249,ambassador to Tajikistan
Q104208141,ambassador to Tanzania
Q106862726,ambassador to Thailand
Q100151869,ambassador to Tunisia
Q101086085,ambassador to Turkey
Q102047710,ambassador to Turkmenistan
Q104208766,ambassador to Uganda
Q107456235,ambassador to Ukraine
Q102018856,ambassador to the United Arab Emirates
Q101095348,ambassador to the United Kingdom
Q104223796,ambassador to the United States
Q100997844,ambassador to Uruguay
Q102022723,ambassador to Uzbekistan
Q106798776,ambassador to the Holy See
Q96758260,ambassador to Venezuela
Q101094694,ambassador to Yemen
Q107625998,ambassador to Yugoslavia
Q102016573,ambassador to Zambia
Q101072444,ambassador to Zimbabwe
Q106937730,Permanent Representative to the Arab League
